CustomerID,Recency,Frequency,Monetary,Churn,Cluster
12463,53,8,2689.56,0,0
12464,10,16,2424.1,0,0
12465,17,4,1484.3799999999999,0,0
12466,682,1,56.73,1,1
12467,423,1,132.8,1,1
12468,188,7,4400.28,1,0
12469,523,2,3070.54,1,1
12470,690,1,211.95,1,1
12471,2,72,43467.106499999914,0,0
12472,32,26,22821.4,0,0
12473,29,10,7856.099999999999,0,0
12474,17,49,19696.84,0,0
12475,54,3,1873.02,0,1
12476,16,34,20900.33,0,0
12477,23,15,33496.11,0,0
12478,4,2,1361.98,0,0
12479,11,2,1054.4,0,1
12480,28,11,8746.48,0,0
12481,23,25,17765.329999999998,0,0
12482,576,29,23691.4,1,0
12483,17,27,7582.16,0,0
12484,33,18,10881.42,0,0
12485,529,1,708.1,1,1
12486,432,1,1037.28,1,1
12487,726,1,285.29999999999995,1,1
12488,10,6,2597.32,0,0
12489,336,2,669.86,1,1
12490,5,31,15241.57,0,0
12491,39,2,920.8000000000001,0,1
12492,63,5,978.4200000000001,0,1
12493,166,4,867.48,1,1
12494,16,16,3061.37,0,0
12495,641,1,357.4,1,1
12496,620,2,55.316,1,1
12497,82,4,7291.6,0,0
12498,21,6,807.4000000000001,0,0
12499,560,1,393.72,1,1
12500,23,30,10213.03,0,0
12501,337,2,4338.78,1,1
12502,96,10,7447.74,1,0
12503,584,1,1126.0,1,1
12504,18,6,1261.1,0,0
12505,409,1,955.2,1,1
12506,233,2,147.0,1,1
12507,134,7,3148.87,1,0
12508,26,4,795.76,0,1
12509,284,2,353.0,1,1
12510,143,11,6160.59,1,0
12511,429,1,3084.02,1,1
12512,66,4,264.36,0,1
12513,113,2,1224.58,1,1
12514,267,3,2615.44,1,1
12515,353,2,767.4,1,1
12516,78,6,3960.6800000000003,0,0
12517,28,10,4963.2,0,0
12518,1,10,4113.78,0,0
12519,64,3,1047.38,0,1
12520,79,10,5268.52,0,0
12521,143,2,1199.36,1,1
12522,39,4,385.44,0,1
12523,19,34,6142.12,0,0
12524,9,25,15611.83,0,0
12525,498,3,973.73,1,1
12526,1,6,2633.32,0,0
12527,82,8,1084.22,0,0
12528,9,12,3866.96,0,0
12529,528,1,316.48,1,1
12530,60,13,5421.54,0,0
12531,15,3,2058.42,0,0
12532,30,2,699.6600000000001,0,1
12533,628,2,1367.89,1,1
12534,131,2,2178.36,1,1
12535,92,4,1432.7,1,1
12536,43,6,25203.660000000003,0,0
12537,409,1,732.94,1,1
12538,29,3,1004.4,0,1
12539,22,11,16783.1,0,0
12540,20,50,35654.73,0,0
12541,30,6,1962.36,0,0
12542,484,2,481.88,1,1
12543,448,1,980.25,1,1
12544,36,2,745.4,0,1
12545,75,4,2000.78,0,1
12546,47,4,2323.0,0,0
12547,198,5,591.38,1,1
12548,166,2,190.39999999999998,1,1
12549,576,6,1575.68,1,1
12550,79,2,1929.66,0,1
12551,358,2,336.0,1,1
12552,39,4,875.64,0,1
12553,8,22,8301.03,0,0
12554,449,1,468.5,1,1
12555,682,1,129.23,1,1
12556,50,4,1199.12,0,1
12557,16,13,30087.100000000002,0,0
12558,8,2,539.92,0,1
12559,311,4,1123.42,1,1
12560,5,6,4268.02,0,0
12561,303,2,477.7,1,1
12562,8,16,8748.66,0,0
12563,409,1,249.24,1,1
12564,261,2,913.8,1,1
12565,289,2,291.84,1,1
12566,86,2,703.3,0,1
12567,23,25,21168.76,0,0
12568,645,1,70.0,1,1
12569,2,64,8249.38,0,0
12570,682,1,77.52,1,1
12571,40,4,1039.22,0,1
12572,9,4,2040.84,0,0
12573,227,6,877.95,1,1
12574,316,2,436.9,1,1
12575,457,2,622.8199999999999,1,1
12576,36,13,3458.55,0,0
12577,35,11,2243.7,0,0
12578,21,6,7436.96,0,0
12579,78,2,880.84,0,1
12580,247,3,1468.6,1,1
12581,40,2,395.42,0,1
12582,239,6,2491.76,1,1
12583,3,42,20872.96,0,0
12584,4,18,4676.3,0,0
12585,234,4,4080.2,1,1
12586,17,5,2259.61,0,0
12587,8,2,288.0,0,1
12588,39,5,1173.68,0,0
12589,29,10,5342.34,0,0
12590,211,4,19728.52,1,0
12591,317,4,1791.8,1,1
12592,92,7,3020.2599999999998,1,0
12593,109,6,836.1999999999999,1,1
12594,38,25,8428.33,0,0
12595,505,1,299.02,1,1
12596,51,4,1236.54,0,1
12597,19,8,7622.44,0,0
12598,10,19,7557.17,0,0
12599,29,20,3329.3,0,0
12600,29,31,7566.46,0,0
12601,190,11,1258.32,1,1
12602,59,2,306.24,0,1
12603,22,2,1478.3999999999999,0,1
12604,79,4,508.36,0,1
12605,376,4,1232.95,1,1
12606,682,1,55.316,1,1
12607,60,2,3159.02,0,1
12608,405,1,415.79,1,1
12609,78,12,4562.71,0,0
12610,23,10,4199.08,0,0
12611,52,2,2386.64,0,1
12612,74,2,1408.0800000000002,0,1
12613,57,15,10161.75,0,0
12614,278,2,631.2,1,1
12615,2,12,8032.17,0,0
12616,95,5,1844.3999999999999,1,1
12617,29,2,705.96,0,1
12618,22,2,354.62,0,1
12619,16,19,7422.62,0,0
12620,15,6,2678.82,0,0
12621,2,55,38000.87,0,0
12622,232,2,360.2,1,1
12623,276,8,4052.94,1,0
12624,106,4,1282.26,1,1
12625,212,6,7848.7,1,0
12626,23,18,13240.96,0,0
12627,11,14,8957.06,0,0
12628,4,6,1572.92,0,0
12629,386,2,1558.22,1,1
12630,10,4,2541.76,0,0
12631,57,7,4122.07,0,0
12632,521,2,804.88,1,1
12633,59,11,7842.14,0,0
12634,536,2,490.0,1,1
12635,90,6,4619.59,0,0
12636,726,1,141.0,1,1
12637,67,20,14286.71,0,0
12638,33,3,1593.18,0,1
12639,239,4,1798.47,1,1
12640,24,6,2349.16,0,0
12641,115,2,371.8,1,1
12642,25,6,2026.52,0,0
12643,128,18,11649.46,1,0
12644,130,5,2396.4,1,1
12645,34,12,5314.4800000000005,0,0
12646,5,4,2693.94,0,0
12647,22,48,20678.37,0,0
12648,155,5,1430.05,1,1
12649,107,11,2918.16,1,0
12650,3,2,628.88,0,0
12651,335,5,491.75,1,1
12652,331,3,1937.01,1,1
12653,149,5,6370.68,1,0
12654,11,10,1203.96,0,0
12655,424,1,261.35,1,1
12656,17,13,10459.0,0,0
12657,11,8,3286.36,0,0
12658,19,2,1372.1,0,1
12659,30,2,183.36,0,1
12660,11,2,490.2,0,1
12661,436,1,162.0,1,1
12662,1,31,10576.32,0,0
12663,625,2,239.4,1,1
12664,8,20,10951.92,0,0
12665,325,4,376.6,1,1
12666,394,1,1248.42,1,1
12667,58,2,1240.26,0,1
12668,12,14,15190.18,0,0
12669,151,6,5488.0599999999995,1,0
12670,10,12,6756.34,0,0
12671,606,1,2622.481,1,1
12672,330,3,662.95,1,1
12673,5,5,1840.54,0,0
12674,39,8,3941.2,0,0
12675,554,2,957.25,1,1
12676,25,17,4174.48,0,0
12677,555,2,395.1,1,1
12678,42,33,43467.106499999914,0,0
12679,59,8,2226.04,0,0
12680,1,8,1743.62,0,0
12681,15,67,43467.106499999914,0,0
12682,4,72,35230.04,0,0
12683,4,36,20110.27,0,0
12684,8,14,4567.26,0,0
12685,28,12,5726.16,0,0
12686,372,2,178.28,1,1
12687,481,2,2138.91,1,1
12688,114,2,9747.619999999999,1,0
12689,26,4,2495.22,0,0
12690,206,2,778.02,1,1
12691,28,13,2206.2,0,0
12692,637,1,110.95,1,1
12693,127,11,2558.93,1,0
12694,70,5,2713.02,0,0
12695,7,11,1989.22,0,0
12696,435,2,851.91,1,1
12697,29,6,1915.18,0,0
12698,590,1,339.75,1,1
12699,418,1,638.11,1,1
12700,8,8,9879.98,0,0
12701,80,8,3244.12,0,0
12702,20,2,438.0,0,1
12703,71,5,1290.08,0,1
12704,7,16,4681.68,0,0
12705,15,23,18630.39,0,0
12707,292,2,1206.84,1,1
12708,30,28,7830.57,0,0
12709,15,49,39998.28,0,0
12710,97,6,2298.04,1,0
12711,612,2,1339.05,1,1
12712,29,34,11119.16,0,0
12713,1,2,1697.1,0,0
12714,9,17,18802.57,0,0
12715,106,2,686.72,1,1
12716,4,4,2106.98,0,0
12717,151,5,2339.89,1,1
12718,71,2,476.5,0,1
12719,5,4,1289.9,0,0
12720,3,55,13569.01,0,0
12721,32,14,6669.21,0,0
12722,85,8,1995.26,0,0
12723,4,10,1450.14,0,0
12724,5,11,3348.93,0,0
12725,371,5,2694.56,1,1
12726,28,18,6623.7,0,0
12727,11,17,9660.23,0,0
12728,71,9,1906.5,0,0
12729,114,2,906.02,1,1
12730,522,1,829.25,1,1
12731,24,29,43467.106499999914,0,0
12732,180,2,472.52000000000004,1,1
12733,234,5,2808.82,1,1
12734,353,4,750.05,1,1
12735,315,4,1559.1399999999999,1,1
12736,333,2,468.0,1,1
12737,499,2,3710.5,1,1
12738,372,2,310.7,1,1
12739,78,6,3739.77,0,0
12740,64,2,855.2,0,1
12741,529,2,406.07,1,1
12742,626,1,1201.52,1,1
12743,134,4,1080.26,1,1
12744,52,18,43467.106499999914,0,0
12745,487,3,925.41,1,1
12746,541,1,254.55,1,1
12747,2,37,13094.49,0,0
12748,1,72,43467.106499999914,0,0
12749,4,14,10988.24,0,0
12750,129,2,551.76,1,1
12751,445,1,268.27,1,1
12752,81,2,8733.56,0,0
12753,23,12,42858.78,0,0
12754,236,6,6021.48,1,0
12755,281,13,9048.21,1,0
12756,87,2,224.15999999999997,0,1
12757,16,26,15669.300000000001,0,0
12758,117,9,12694.83,1,0
12759,52,11,6552.18,0,0
12760,456,1,347.8,1,1
12761,458,2,782.95,1,1
12762,8,4,3797.04,0,0
12763,138,4,988.16,1,1
12764,317,2,3387.76,1,1
12765,472,6,1404.58,1,1
12766,4,16,15908.62,0,0
12767,376,1,949.82,1,1
12768,451,1,168.69000000000003,1,1
12769,239,2,2287.2,1,1
12770,211,3,4597.9,1,1
12771,486,1,282.3,1,1
12772,60,2,1784.94,0,1
12773,564,1,124.25,1,1
12774,536,1,98.7,1,1
12775,17,12,3072.16,0,0
12776,668,1,55.5,1,1
12777,458,1,519.45,1,1
12778,20,15,2597.91,0,0
12779,38,22,10455.47,0,0
12780,599,1,337.4,1,1
12781,64,4,1653.48,0,1
12782,5,16,6949.16,0,0
12783,2,12,4451.82,0,0
12784,9,5,2295.97,0,0
12785,364,4,1412.35,1,1
12786,610,1,728.5,1,1
12787,10,7,1325.84,0,0
12788,463,4,444.9,1,1
12789,65,4,365.2,0,1
12790,192,3,916.77,1,1
12791,374,7,1056.1100000000001,1,1
12792,257,3,1227.55,1,1
12793,335,5,1431.01,1,1
12794,53,4,1720.82,0,1
12795,19,2,860.96,0,1
12796,628,1,381.0,1,1
12797,366,3,806.11,1,1
12798,10,7,15487.97,0,0
12799,529,1,219.35,1,1
12800,470,3,584.25,1,1
12801,501,1,1071.82,1,1
12802,187,8,2844.0,1,0
12803,393,1,1092.81,1,1
12804,466,2,325.37,1,1
12805,382,4,1434.95,1,1
12806,435,4,2878.96,1,1
12807,383,1,330.35,1,1
12808,37,8,1260.35,0,0
12809,178,4,2245.25,1,1
12810,535,2,534.99,1,1
12811,261,8,1548.75,1,1
12812,45,2,459.28000000000003,0,1
12813,502,3,1687.8,1,1
12814,102,2,251.84,1,1
12815,148,4,2126.92,1,1
12816,96,4,1144.4,1,1
12817,281,4,857.02,1,1
12818,262,2,3084.16,1,1
12819,458,1,540.52,1,1
12820,3,15,3631.86,0,0
12821,214,3,313.52,1,1
12822,71,4,1897.76,0,1
12823,75,23,8261.0,0,0
12824,60,2,794.24,0,1
12825,521,2,518.63,1,1
12826,3,19,4275.47,0,0
12827,6,6,860.3000000000001,0,0
12828,3,12,2037.42,0,0
12829,337,5,678.3,1,1
12830,38,12,13629.28,0,0
12831,262,4,666.16,1,1
12832,32,4,766.06,0,1
12833,145,2,834.76,1,1
12834,283,2,624.76,1,1
12835,428,41,5996.83,1,0
12836,59,19,9170.09,0,0
12837,173,3,796.76,1,1
12838,34,12,3647.86,0,0
12839,3,40,15260.54,0,0
12840,144,11,6768.74,1,0
12841,5,65,10949.78,0,0
12842,70,6,3036.98,0,0
12843,66,38,8285.62,0,0
12844,29,6,974.5600000000001,0,0
12845,267,8,708.18,1,1
12846,682,1,55.316,1,1
12847,22,3,2452.64,0,0
12848,676,1,208.0,1,1
12849,31,8,4052.7599999999998,0,0
12850,446,1,330.0,1,1
12851,97,3,412.57,1,1
12852,295,2,623.1,1,1
12853,135,17,5864.6,1,0
12854,79,10,4287.22,0,0
12855,373,5,650.94,1,1
12856,8,12,4341.56,0,0
12857,211,8,4794.4,1,0
12858,383,1,147.27,1,1
12859,459,1,575.1,1,1
12860,693,1,55.316,1,1
12861,620,1,68.25,1,1
12862,426,2,984.62,1,1
12863,52,7,3313.75,0,0
12864,138,3,446.69,1,1
12865,26,6,4891.7,0,0
12866,283,4,1786.47,1,1
12867,26,20,11838.6,0,0
12868,186,14,3650.82,1,0
12869,682,1,337.66999999999996,1,1
12870,375,3,1676.95,1,1
12871,84,5,1124.6599999999999,0,1
12872,327,14,3883.93,1,0
12873,282,4,2401.3,1,1
12874,385,2,948.42,1,1
12875,143,7,1700.22,1,1
12876,58,6,6299.81,0,0
12877,4,32,4477.91,0,0
12878,236,4,1709.98,1,1
12879,45,6,1146.44,0,0
12880,382,2,640.13,1,1
12881,276,2,596.0,1,1
12882,9,4,2926.08,0,0
12883,25,8,1406.94,0,0
12884,88,2,618.1,0,1
12885,63,6,2350.44,0,0
12886,68,4,2756.8,0,0
12887,384,1,222.4,1,1
12888,214,4,708.24,1,1
12889,381,4,385.46000000000004,1,1
12890,24,3,1082.74,0,1
12891,186,14,1171.5,1,0
12892,397,1,263.38,1,1
12893,31,2,353.1,0,1
12894,575,1,157.35,1,1
12895,42,4,745.6,0,1
12897,205,6,730.75,1,1
12898,464,2,296.21000000000004,1,1
12899,414,1,366.4,1,1
12900,422,1,340.33,1,1
12901,9,56,35309.08,0,0
12902,265,2,277.36,1,1
12903,429,1,833.53,1,1
12904,18,4,992.12,0,0
12905,577,2,1018.42,1,1
12906,12,10,5839.62,0,0
12907,396,2,508.91,1,1
12908,176,7,2526.0,1,0
12909,40,13,5252.16,0,0
12910,23,21,8871.56,0,0
12911,552,1,1651.72,1,1
12912,3,10,3324.6,0,0
12913,5,18,8766.87,0,0
12914,401,1,223.98,1,1
12915,149,6,1338.75,1,1
12916,139,11,7424.68,1,0
12917,128,7,4953.2,1,0
12918,626,1,10953.5,1,1
12919,8,12,2670.38,0,0
12920,17,5,649.42,0,0
12921,9,72,43467.106499999914,0,0
12922,161,2,810.76,1,1
12923,64,4,943.24,0,1
12924,88,16,3403.1,0,0
12925,5,5,1423.3799999999999,0,0
12926,411,4,1523.97,1,1
12927,395,1,197.31,1,1
12928,35,17,6367.59,0,0
12929,312,2,235.7,1,1
12930,78,4,831.6,0,1
12931,22,72,43467.106499999914,0,0
12932,539,8,1698.56,1,1
12933,24,11,2244.16,0,0
12934,726,1,181.65,1,1
12935,2,22,6404.56,0,0
12936,17,8,2127.8,0,0
12937,15,13,4601.88,0,0
12938,26,2,228.28,0,1
12939,64,28,36846.6,0,0
12940,55,4,1799.38,0,1
12941,724,1,377.49,1,1
12942,131,6,1351.2,1,1
12943,558,2,496.5,1,1
12944,36,4,1209.02,0,1
12945,288,3,1363.06,1,1
12946,437,1,324.45,1,1
12947,144,12,3207.98,1,0
12948,16,16,4382.38,0,0
12949,31,30,19693.920000000002,0,0
12950,2,6,3686.0,0,0
12951,9,21,4277.79,0,0
12952,6,8,2775.58,0,0
12953,10,3,1158.66,0,0
12954,639,1,162.45,1,1
12955,1,22,9514.32,0,0
12956,306,5,629.96,1,1
12957,10,21,12724.51,0,0
12958,400,2,467.34,1,1
12959,484,1,150.95,1,1
12960,414,4,1322.07,1,1
12961,379,1,211.99,1,1
12962,7,4,532.78,0,0
12963,8,20,5092.42,0,0
12964,437,1,132.24,1,1
12965,89,2,1539.6200000000001,0,1
12966,10,2,320.36,0,1
12967,358,5,4599.42,1,1
12968,112,2,271.9,1,1
12969,603,1,122.45,1,1
12970,7,14,1859.07,0,0
12971,4,72,26894.510000000002,0,0
12972,414,4,1161.2,1,1
12973,414,1,385.55,1,1
12974,198,3,553.75,1,1
12975,437,6,2100.09,1,1
12976,212,9,3894.98,1,0
12977,156,5,553.12,1,1
12978,385,5,2502.82,1,1
12979,726,1,517.7,1,1
12980,158,30,23620.68,1,0
12981,30,4,744.4399999999999,0,1
12982,243,9,3135.35,1,0
12983,598,1,490.08000000000004,1,1
12984,19,2,195.0,0,1
12985,1,4,2478.76,0,0
12986,429,10,2729.84,1,1
12987,74,7,1870.91,0,0
12988,292,2,1011.64,1,1
12989,3,48,20475.86,0,0
12990,31,10,1365.0,0,0
12991,23,5,1268.58,0,0
12992,725,1,93.35000000000001,1,1
12993,23,12,1674.3899999999999,0,0
12994,4,6,1948.8400000000001,0,0
12995,85,2,422.64,0,1
12996,376,1,355.5,1,1
12997,22,12,3337.8,0,0
12998,493,3,920.08,1,1
12999,196,6,911.76,1,1
13000,107,7,1567.3500000000001,1,0
13001,4,46,33828.62,0,0
13002,318,4,535.08,1,1
13003,106,6,298.1,1,1
13004,12,54,17306.76,0,0
13005,174,6,1513.38,1,1
13006,56,2,163.14,0,1
13007,580,1,175.25,1,1
13008,323,4,841.5999999999999,1,1
13009,673,1,234.0,1,1
13010,374,2,330.12,1,1
13011,372,2,101.10000000000001,1,1
13012,9,19,4604.67,0,0
13013,1,42,15908.37,0,0
13014,11,21,8847.36,0,0
13015,53,16,9919.42,0,0
13016,73,6,1579.78,0,0
13017,7,2,408.0,0,1
13018,16,63,17040.86,0,0
13019,379,6,1229.95,1,1
13020,563,2,618.96,1,1
13021,4,26,7503.62,0,0
13022,430,1,65.3,1,1
13023,64,5,2138.93,0,0
13024,471,2,555.87,1,1
13025,726,1,323.39,1,1
13026,1,14,2708.44,0,0
13027,114,25,24151.2,1,0
13028,23,4,1322.6399999999999,0,0
13029,31,8,3174.7999999999997,0,0
13030,11,4,1504.8799999999999,0,0
13031,407,5,3292.84,1,1
13032,52,11,3826.14,0,0
13033,357,3,411.1,1,1
13034,55,5,1399.59,0,1
13035,74,5,2286.08,0,0
13036,685,1,307.1,1,1
13037,138,15,4796.02,1,0
13038,80,6,1816.92,0,0
13039,584,4,1010.73,1,1
13040,9,4,1353.98,0,0
13041,451,4,799.13,1,1
13042,598,3,1488.59,1,1
13043,273,2,1032.84,1,1
13044,291,12,5408.52,1,0
13045,99,4,1114.2,1,1
13046,31,5,1578.56,0,0
13047,32,34,11666.07,0,0
13048,14,13,5868.54,0,0
13049,64,6,2064.92,0,0
13050,15,52,17823.38,0,0
13051,579,2,155.8,1,1
13052,212,8,3467.48,1,0
13053,622,1,127.65,1,1
13055,78,7,3535.52,0,0
13056,551,1,209.48,1,1
13057,530,3,709.59,1,1
13058,25,6,542.8000000000001,0,1
13059,250,11,2475.17,1,0
13060,254,2,615.06,1,1
13061,72,2,497.22,0,1
13062,191,2,693.96,1,1
13063,481,1,188.4,1,1
13064,13,10,2772.43,0,0
13065,373,6,1260.91,1,1
13066,24,4,941.6,0,1
13067,82,4,623.97,0,1
13068,10,4,688.0,0,0
13069,1,62,13715.89,0,0
13070,192,5,980.5,1,1
13071,612,1,129.22,1,1
13072,267,2,354.3,1,1
13073,411,2,418.08,1,1
13074,511,4,1378.74,1,1
13075,130,2,1839.22,1,1
13076,458,1,135.4,1,1
13077,1,15,3468.67,0,0
13078,3,72,41646.0,0,0
13079,4,11,639.28,0,0
13080,179,5,338.81,1,1
13081,12,39,43467.106499999914,0,0
13082,126,30,10949.38,1,0
13083,4,5,699.18,0,0
13084,492,1,122.39999999999999,1,1
13085,158,10,2849.36,1,0
13086,383,1,439.33000000000004,1,1
13087,726,1,313.64,1,1
13088,417,1,236.11,1,1
13089,3,72,43467.106499999914,0,0
13090,9,38,22002.56,0,0
13091,28,4,2667.64,0,0
13092,71,17,2618.11,0,0
13093,276,63,43467.106499999914,1,0
13094,21,25,4136.76,0,0
13095,71,2,148.79999999999998,0,1
13096,394,1,419.70000000000005,1,1
13097,33,38,19327.32,0,0
13098,1,56,43467.106499999914,0,0
13099,99,2,414.71999999999997,1,1
13101,234,5,796.59,1,1
13102,1,61,17804.19,0,0
13103,40,4,953.58,0,1
13104,3,15,2807.58,0,0
13105,436,1,72.0,1,1
13106,133,3,679.96,1,1
13107,44,13,6784.6900000000005,0,0
13108,373,3,1098.52,1,1
13109,60,5,1920.57,0,0
13110,31,19,4446.14,0,0
13111,719,1,321.88000000000005,1,1
13112,541,1,55.316,1,1
13113,1,61,30476.03,0,0
13114,726,1,234.38,1,1
13115,12,14,7789.4800000000005,0,0
13116,138,2,1002.28,1,1
13117,22,26,3240.57,0,0
13118,20,14,3613.2200000000003,0,0
13119,669,1,134.9,1,1
13120,239,2,61.199999999999996,1,1
13121,269,2,567.46,1,1
13122,94,4,1844.78,1,1
13123,473,2,506.75,1,1
13124,90,7,8397.99,0,0
13125,524,1,148.62,1,1
13126,5,21,5874.45,0,0
13127,78,2,518.34,0,1
13128,631,1,263.5,1,1
13129,452,2,233.25,1,1
13130,94,2,128.0,1,1
13131,23,10,4387.07,0,0
13132,262,2,154.6,1,1
13133,274,5,310.25,1,1
13134,86,10,4268.81,0,0
13135,197,3,6467.45,1,1
13136,56,18,8882.17,0,0
13137,11,24,11190.23,0,0
13138,22,13,2236.4,0,0
13139,16,15,13267.92,0,0
13140,108,8,1477.39,1,0
13141,85,22,10044.83,0,0
13142,19,2,614.18,0,1
13143,585,1,405.1,1,1
13144,333,3,246.3,1,1
13145,40,11,1747.04,0,0
13146,26,2,457.82,0,1
13147,10,8,1425.6000000000001,0,0
13148,29,38,12181.08,0,0
13149,14,8,3352.12,0,0
13150,484,3,449.96999999999997,1,1
13151,296,4,3723.08,1,1
13152,417,7,2146.38,1,1
13153,6,2,972.44,0,0
13154,399,3,1624.84,1,1
13155,33,10,2342.2400000000002,0,0
13156,385,3,1586.54,1,1
13157,49,13,7428.58,0,0
13158,95,9,2709.2400000000002,1,0
13159,9,8,2858.7,0,0
13160,22,2,183.6,0,1
13161,313,3,584.88,1,1
13162,122,20,10963.78,1,0
13163,610,1,55.316,1,1
13164,569,2,372.2,1,1
13165,46,5,2472.64,0,0
13166,283,3,1293.1299999999999,1,1
13167,19,9,1916.48,0,0
13168,36,9,3140.32,0,0
13169,64,5,1552.96,0,1
13170,27,2,217.62,0,1
13171,22,6,936.82,0,0
13172,400,1,69.6,1,1
13173,4,13,2753.4700000000003,0,0
13174,16,15,10738.18,0,0
13175,582,2,831.45,1,1
13176,46,2,962.98,0,1
13177,65,3,794.6500000000001,0,1
13178,26,32,19784.66,0,0
13179,619,1,572.3100000000001,1,1
13180,607,1,86.10000000000001,1,1
13181,381,1,359.69,1,1
13182,45,2,242.36,0,1
13183,8,24,10993.960000000001,0,0
13184,15,20,3337.9,0,0
13185,268,2,142.8,1,1
13186,40,6,3151.78,0,0
13187,337,5,577.38,1,1
13188,11,2,229.20000000000002,0,1
13189,19,4,521.36,0,1
13190,544,3,570.66,1,1
13191,658,1,164.69,1,1
13192,95,8,3470.52,1,0
13193,61,2,224.16,0,1
13194,136,3,533.48,1,1
13195,414,1,136.73,1,1
13196,11,11,4866.62,0,0
13197,610,1,373.01000000000005,1,1
13198,10,14,8375.47,0,0
13199,4,72,25781.33,0,0
13200,19,8,1740.18,0,0
13201,502,4,1233.06,1,1
13202,394,7,1580.3,1,1
13203,10,14,3517.71,0,0
13204,726,1,966.6600000000001,1,1
13205,443,1,2803.2,1,1
13206,400,13,8308.19,1,0
13207,15,6,786.1200000000001,0,0
13208,59,15,3193.95,0,0
13209,30,21,14401.12,0,0
13210,94,2,706.96,1,1
13211,10,13,3714.19,0,0
13212,20,6,1573.66,0,0
13213,57,16,5372.1,0,0
13214,418,7,3264.23,1,1
13215,402,1,81.6,1,1
13216,268,2,667.48,1,1
13217,122,7,1200.46,1,1
13218,127,2,125.27999999999999,1,1
13219,618,1,76.23,1,1
